-2737.609964,-9904.671966
5303.748251,-4625.894015
5729.779193,-4299.815317
6867.982452,-3304.24105
8815.16337,-1582.084687
8959.042825,-1392.966102
8796.237072,-1000.727774
6791.771749,3546.717244
-1904.00914,9854.593633
-1990.524242,9914.752533
-2054.826506,9945.991419
-2122.055508,9958.470781
-2190.83621,9949.630319
-2325.435982,9916.551166
-5930.475527,7511.943021
-6060.345883,7414.047648
-6122.67482,7359.563136
-6194.988181,7231.452683
-8828.12233,639.014862
-8987.864805,234.535883
-9008.133011,117.809974
-9016.359751,-4.252444
-9016.359751,-92.56221
-9011.78725,-493.190733
-8985.611697,-1526.707676
-8891.365524,-3806.676184
-8879.917049,-3981.440958
-8831.608295,-4123.034864
-8781.260914,-4217.458553
-8710.877682,-4287.767966
-8568.753516,-4429.742984
-5765.532799,-7093.650729
-2885.714958,-9795.361803
-2737.609964,-9904.671966